,Reg no.,Name,Incorp-orated,Dissolved,Type
70,0001567,"TAI YAU STEAMSHIP COMPANY LTD (THE)",1938-11-28,1956-02-17,"Private, ltd by shares"
71,0001519,"TAK CHEONG FEATHER WORKS, LIMITED",1938-06-15,1949-12-06,"Private, ltd by shares"
72,0001575,"THAY YUAN INVESTMENT COMPANY, LIMITED",1938-12-31,1997-08-13,"Private, ltd by shares"
73,0001552,"TRATMANN &amp; COMPANY, LIMITED
大德洋行有限公司",1938-09-28,1996-09-03,"Private, ltd by shares"
74,0001499,"TSUNG DAI FOOD PRODUCTS COMPANY LIMITED",1938-03-17,1956-02-17,"Private, ltd by shares"
75,0001572,"UNIVERSAL TYPE FOUNDERS, LIMITED",1938-12-23,1977-10-06,"Private, ltd by shares"
76,0001507,"UTOPIA DEVELOPMENT COMPANY, LIMITED",1938-04-21,1939-05-03,"Private, ltd by shares"
77,0001574,"VANNINI CONSTRUCTION COMPANY LIMITED",1938-12-29,1996-08-09,"Private, ltd by shares"
78,0001547,"WALLSTREET ORIENT COMPANY, LIMITED",1938-09-10,1956-02-17,"Private, ltd by shares"
79,0001502,"WING ON CHEONG HOLDINGS LIMITED
永安祥集團有限公司",1938-03-31,,"Private, ltd by shares"
80,0001544,"WM. MCNEIL LIMITED",1938-09-06,1984-05-04,"Private, ltd by shares"
81,0001506,"XANADU INVESTMENT COMPANY, LIMITED",1938-04-21,1947-10-24,"Private, ltd by shares"
82,0001553,"Y. WILLIAM COMPANY, LIMITED",1938-09-29,1972-11-24,"Private, ltd by shares"
83,0001558,"YING KING RESTAURANT, LIMITED",1938-10-06,1983-02-24,"Private, ltd by shares"
84,0001520,"YIU LEE STEAMSHIP COMPANY, LIMITED (THE)",1938-06-15,1956-02-17,"Private, ltd by shares"
85,0001505,"YUK ON TONG LAND INVESTMENT COMPANY, LIMITED (THE)
毓安堂置業有限公司",1938-04-06,1994-06-24,"Private, ltd by shares"
