,Reg no.,Name,Incorp-orated,Dissolved,Type
36,0001953,"C. B. I. DEVELOPMENT COMPANY, LIMITED",1946-10-14,1951-01-26,"Private, ltd by shares"
37,0001892,"C. L. LI INVESTMENT COMPANY LIMITED",1946-07-22,1961-05-21,"Private, ltd by shares"
38,0002082,"C. MADAR AND COMPANY LIMITED",1946-08-22,1992-04-24,"Private, ltd by shares"
39,0001925,"CAFE DE CHINE (SIN KEE) LIMITED (d1989-09-01)
大華飯店(新記)有限公司",1946-09-11,1989-09-01,"Private, ltd by shares"
40,0002010,"CALDER-MARSHALL AND COMPANY, LIMITED",1946-08-09,1953-05-08,"Ltd by guarantee"
41,0002156,"CANDLIN HILL ESTATE LIMITED",1946-09-19,1957-03-29,"Ltd by guarantee"
42,0002160,"CARR RAMSEY AND SON LIMITED",1946-10-25,1964-02-16,"Ltd by guarantee"
43,0001927,"CARRLOCK COMPANY, LIMITED",1946-09-14,1977-04-11,"Private, ltd by shares"
44,0002005,"CATHAY COLD STORAGE COMPANY, LIMITED (THE)",1946-08-09,1954-03-19,"Ltd by guarantee"
45,0002060,"CATHAY HOTELS, LIMITED",1946-08-22,1951-08-03,"Ltd by guarantee"
46,0002065,"CATHAY LAND COMPANY LIMITED (THE)",1946-08-22,1996-11-29,"Public, ltd by shares"
47,0001873,"CATHAY OVERSEAS TRADING COMPANY LIMITED",1946-06-29,1955-06-24,"Private, ltd by shares"
48,0001936,"CATHAY PACIFIC HOLDINGS LIMITED",1946-09-24,1953-09-11,"Private, ltd by shares"
49,0002061,"CENTRAL PROPERTIES LIMITED (d1960-02-19)",1946-08-22,1960-02-19,"Ltd by guarantee"
50,0001844,"CENTRAL VICTOR COMPANY, LIMITED",1946-05-27,1986-10-01,"Private, ltd by shares"
51,0001825,"CHARLES CHOY (HONGKONG) LIMITED",1946-03-04,1951-02-16,"Private, ltd by shares"
52,0001881,"CHARLES VOEGELE FASHION (HK) LIMITED
時昌洋行有限公司",1946-07-11,,"Private, ltd by shares"
53,0001929,"CHEKIANG TRADING CORPORATION (HONG KONG) LIMITED",1946-09-16,1956-02-24,"Private, ltd by shares"
54,0001978,"CHEMOR UNITED RUBBER COMPANY, LIMITED",1946-08-09,1961-03-02,"Ltd by guarantee"
55,0002190,"CHENG DAH BANK LIMITED",1946-12-02,1955-10-23,"Private, ltd by shares"
56,0001979,"CHENG RUBBER ESTATES, LIMITED",1946-08-09,1960-04-30,"Ltd by guarantee"
57,0001952,"CHI SHING STEAMSHIP COMPANY LIMITED",1946-10-12,1953-11-13,"Private, ltd by shares"
58,0002182,"CHI TUNG TOBACCO COMPANY LIMITED",1946-11-12,2012-08-10,"Private, ltd by shares"
59,0001932,"CHI WHA INDUSTRIAL COMPANY, LIMITED",1946-09-18,1952-01-02,"Private, ltd by shares"
60,0002000,"CHINA ENGINEERS, LIMITED (THE)
信昌機器工程有限公司",1946-08-09,,"Private, ltd by shares"
61,0002112,"CHINA FOREIGN CORPORATION LIMITED",1946-08-22,1957-03-29,"Ltd by guarantee"
62,0002044,"CHINA GENERAL OMNIBUS COMPANY LIMITED (THE)",1946-08-22,1957-02-22,"Ltd by guarantee"
63,0002139,"CHINA HELLENIC LINES, LIMITED",1946-09-19,1959-02-20,"Ltd by guarantee"
64,0001968,"CHINA IMPORT AND EXPORT LUMBER COMPANY, LIMITED",1946-08-09,1957-02-20,"Ltd by guarantee"
65,0001877,"CHINA INDUSTRIAL BANK OF HONG KONG LIMITED",1946-07-09,1962-06-22,"Private, ltd by shares"
66,0001966,"CHINA INTERNATIONAL (ASIA) LIMITED
鎧興(亞洲)有限公司",1946-10-26,2019-06-28,"Private, ltd by shares"
67,0001924,"CHINA INTERNATIONAL COMMERCIAL CO. LIMITED
鎧興有限公司",1946-09-11,2019-06-28,"Private, ltd by shares"
68,0002007,"CHINA INVESTMENT TRUST, LIMITED (THE)",1946-08-09,1966-08-27,"Private, ltd by shares"
69,0001913,"CHINA MUTUAL TRADING COMPANY, LIMITED (THE)
香港廣大華行股份有限公司",1946-09-02,,"Private, ltd by shares"
70,0001849,"CHINA PAINT MANUFACTURING COMPANY (1932) LIMITED (THE)
中華製漆(一九三二)有限公司",1946-06-03,,"Private, ltd by shares"
71,0001875,"CHINA SEA TRADING COMPANY LIMITED (d1950-10-06)",1946-07-04,1950-10-06,"Private, ltd by shares"
72,0002178,"CHINA SHIPPING ENTERPRISES LIMITED (THE)",1946-11-02,1950-08-02,"Private, ltd by shares"
73,0001850,"CHINA TRADE BANK, LIMITED",1946-06-07,1957-01-24,"Private, ltd by shares"
74,0001918,"CHINA TRADERS LIMITED",1946-09-04,2018-11-02,"Private, ltd by shares"
75,0001870,"CHINA TUG &amp; LIGHTER COMPANY LIMITED",1946-06-27,1969-05-11,"Private, ltd by shares"
76,0002169,"CHINA UNITED IMPORT AND EXPORT COMPANY LIMITED (THE)",1946-10-25,1952-06-06,"Ltd by guarantee"
77,0002204,"CHING CHEUNG CO., LIMITED",1946-12-30,2003-11-28,"Private, ltd by shares"
78,0001888,"CHOY BROTHERS &amp; COMPANY LIMITED",1946-07-18,1985-10-09,"Private, ltd by shares"
79,0001939,"CHUI HING &amp; COMPANY, LIMITED (THE)",1946-09-26,1963-02-15,"Private, ltd by shares"
80,0002078,"CLEWER CO., LIMITED",1946-08-22,1955-08-16,"Private, ltd by shares"
81,0002122,"COLLINS AND COMPANY, LIMITED",1946-08-22,1957-05-10,"Ltd by guarantee"
82,0001947,"COMMERCIAL AIRLINES LIMITED",1946-10-08,1949-05-20,"Private, ltd by shares"
83,0002132,"CONCORDIA STEAMSHIP COMPANY LIMITED (THE)",1946-08-22,1966-02-25,"Ltd by guarantee"
84,0001865,"CONSOLIDATED INTERNATIONAL CORPORATION LIMITED",1946-06-21,1950-03-31,"Private, ltd by shares"
85,0002090,"CONSOLIDATED RUBBER ESTATES (1914), LIMITED (THE)",1946-08-22,1956-02-22,"Public, ltd by shares"
86,0001915,"CONTINENTAL TRADING COMPANY, LIMITED",1946-09-02,1955-03-06,"Private, ltd by shares"
87,0002174,"COUNTRY CLUB, SHANGHAI (THE)",1946-11-29,1962-06-08,"Ltd by guarantee"
88,0001996,"CRYSTAL LIMITED (d1959-01-16)",1946-08-09,1959-01-16,"Ltd by guarantee"
89,0002079,"CULTY DAIRY COMPANY LIMITED (THE)",1946-08-22,1969-10-31,"Private, ltd by shares"
90,0002043,"D. H. BENJAMIN AND SONS STORAGE LIMITED",1946-08-22,1952-11-21,"Ltd by guarantee"
91,0002030,"DEACON AND COMPANY, LIMITED
的勤有限公司",1946-08-09,,"Private, ltd by shares"
92,0002091,"DOMINION RUBBER COMPANY LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
93,0001965,"E. D. SYKES AND COMPANY, LIMITED",1946-10-26,1951-12-29,"Private, ltd by shares"
94,0002202,"EAST POINT TRADING COMPANY, LIMITED",1946-12-30,1947-10-07,"Private, ltd by shares"
95,0002063,"EASTERN ESTATES AND LAND COMPANY LIMITED",1946-08-22,1951-08-03,"Ltd by guarantee"
96,0002008,"EASTERN INVESTMENT, LIMITED (THE)",1946-08-09,1967-06-30,"Ltd by guarantee"
97,0002181,"EASTLAND COMPANY (HONGKONG) LIMITED",1946-11-07,1951-09-01,"Private, ltd by shares"
98,0002192,"ELIAS AND COMPANY LIMITED
益盛代理有限公司",1946-12-13,,"Private, ltd by shares"
99,0002136,"ELIZABETH ASHLEY LIMITED (d1959-07-10)",1946-08-22,1959-07-10,"Ltd by guarantee"
100,0002110,"EPEDA MATTRESS COMPANY LIMITED",1946-08-22,1950-07-28,"Ltd by guarantee"
101,0001964,"EQUITABLE TRADING COMPANY, LIMITED (THE)",1946-10-26,1951-06-30,"Private, ltd by shares"
102,0002072,"EWO BREWERIES LIMITED",1946-08-22,1989-12-20,"Private, ltd by shares"
103,0002070,"EWO COTTON MILLS, LIMITED",1946-08-22,1996-04-19,"Public, ltd by shares"
104,0002144,"F. VICCAJEE AND COMPANY LIMITED",1946-09-19,1952-03-07,"Ltd by guarantee"
105,0002049,"FAIRCHILD AND COMPANY LIMITED",1946-08-22,1954-07-02,"Ltd by guarantee"
106,0002048,"FAIRY GLEN HOTEL COMPANY LIMITED (THE)",1946-08-22,2003-10-24,"Private, ltd by shares"
107,0001944,"FAR EAST AMERICAN COMMERCIAL COMPANY (HONG KONG) LIMITED",1946-10-04,1968-12-27,"Private, ltd by shares"
108,0001868,"FAR EASTERN FISHERY COMPANY LIMITED (THE)",1946-06-27,1948-06-09,"Private, ltd by shares"
109,0002054,"FAR EASTERN INVESTMENT COMPANY, LIMITED (THE)",1946-08-22,1992-02-12,"Private, ltd by shares"
110,0002053,"FAR EASTERN NOMINEES SHANGHAI LIMITED",1946-08-22,1952-07-22,"Ltd by guarantee"
111,0002135,"FAR EASTERN SALVAGE ASSOCIATION LIMITED",1946-08-22,1966-02-25,"Private, ltd by shares"
112,0002033,"FINANCE BANKING CORPORATION LIMITED (THE)",1946-08-22,1949-11-18,"Ltd by guarantee"
113,0001883,"FIRST NATIONAL PRINTING CO., LIMITED
嘉華印刷有限公司",1946-07-15,2003-05-16,"Private, ltd by shares"
114,0001878,"FRED MALOOF LIMITED",1946-07-09,1987-09-25,"Private, ltd by shares"
115,0002040,"FROST, BLAND AND COMPANY, LIMITED",1946-08-22,1951-03-02,"Ltd by guarantee"
116,0002107,"FU CHUNG HANKOW WOOD OIL CORPORATION LIMITED (THE)",1946-08-22,1996-03-29,"Public, ltd by shares"
117,0001931,"FU LU SU RESTAURANT (WAH KEE) LIMITED",1946-09-18,1949-06-10,"Private, ltd by shares"
118,0002200,"FU WAH BANK LIMITED",1946-12-27,1950-04-28,"Private, ltd by shares"
119,0002185,"Fung JDH Limited",1946-11-21,,"Private, ltd by shares"
120,0001998,"G. P. FORSTER AND COMPANY LIMITED",1946-08-09,1953-05-01,"Ltd by guarantee"
121,0002066,"GANDE, PRICE, LIMITED",1946-08-22,1967-02-15,"Ltd by guarantee"
122,0002011,"GASCO INVESTMENTS LIMITED",1946-08-09,1998-12-22,"Public, ltd by shares"
123,0002051,"GEDDES TRADING AND DAIRY FARM COMPANY LIMITED (THE)",1946-08-22,1964-01-10,"Private, ltd by shares"
124,0002189,"GENERAL IMPROVEMENTS LIMITED (d2003-03-31)",1946-12-07,2003-03-31,"Private, ltd by shares"
125,0001896,"GLORY MEDICINE COMPANY LIMITED (THE)
康寧大藥行有限公司",1946-08-01,2003-05-16,"Private, ltd by shares"
126,0001882,"GOURLIE AND COMPANY (H.K.) LIMITED",1946-07-12,1952-08-05,"Private, ltd by shares"
127,0002039,"GRANADA ESTATE, LIMITED",1946-08-22,1951-04-27,"Ltd by guarantee"
128,0002037,"GRANVILLE TRUST, LIMITED",1946-08-22,,"Private, ltd by shares"
129,0001827,"GREAT CHINA FINANCE AND DEVELOPMENT CORPORATION, LIMITED (THE)",1946-03-29,1982-08-29,"Private, ltd by shares"
130,0001933,"GREAT SOUTHERN INDUSTRIAL COMPANY, LIMITED (THE)",1946-09-19,1994-07-29,"Private, ltd by shares"
131,0001946,"GWOK YING ESTATE AND FINANCE COMPANY, LIMITED
國英置業按揭有限公司",1946-10-07,1988-08-26,"Private, ltd by shares"
132,0002026,"H. E. RAILTON AND COMPANY, LIMITED",1946-08-09,1952-03-07,"Ltd by guarantee"
133,0001999,"H. J. MOYSEY AND COMPANY LIMITED",1946-08-09,1957-06-19,"Ltd by guarantee"
134,0002171,"H. L. GIBSON AND COMPANY, LIMITED",1946-10-25,1955-10-12,"Ltd by guarantee"
135,0002167,"H. LEE AND COMPANY LIMITED",1946-10-25,1958-10-10,"Ltd by guarantee"
136,0002103,"HAIG COURT LIMITED",1946-08-22,1957-01-04,"Ltd by guarantee"
137,0002109,"HALL AND HOLTZ, LIMITED",1946-08-22,1996-09-20,"Public, ltd by shares"
138,0002058,"HAMILTON TRUST COMPANY LIMITED (THE)",1946-08-22,1956-07-13,"Ltd by guarantee"
139,0002159,"HANKOW CLUB",1946-09-19,1962-09-21,"Ltd by guarantee"
140,0002083,"HANKOW DISPENSARY LIMITED (THE)",1946-08-22,1962-08-17,"Ltd by guarantee"
141,0002084,"HANKOW ICE WORKS LIMITED (THE)",1946-08-22,1958-04-25,"Ltd by guarantee"
142,0002162,"HANKOW RACE CLUB &amp; RECREATION GROUND",1946-10-25,1962-10-05,"Ltd by guarantee"
143,0001854,"HANRAY LIMITED (d1955-03-04)",1946-06-11,1955-03-04,"Private, ltd by shares"
144,0002027,"HARRISONS KING AND IRWIN LIMITED",1946-08-09,1964-09-26,"Ltd by guarantee"
145,0002123,"HARVIE COOKE AND COMPANY LIMITED",1946-08-22,1985-06-13,"Private, ltd by shares"
146,0001863,"HN Hong Kong Company Limited
香港殷理基有限公司",1946-06-20,2013-04-05,"Private, ltd by shares"
147,0002198,"HO SAI KAI BANKING AND INSURANCE COMPANY LIMITED",1946-12-23,1950-06-10,"Private, ltd by shares"
148,0001826,"HONG KONG AND EASTERN SHIPPING COMPANY, LIMITED (THE)",1946-03-06,1979-09-20,"Private, ltd by shares"
149,0001858,"HONG KONG AND KOWLOON TRADING COMPANY LIMITED (THE)",1946-06-17,1955-09-21,"Private, ltd by shares"
150,0001963,"HONG KONG CHIP BEE COMPANY LIMITED",1946-10-24,1960-12-16,"Private, ltd by shares"
151,0001961,"HONG KONG ENTERPRISES, LIMITED",1946-10-22,1954-01-29,"Private, ltd by shares"
152,0001861,"HONG KONG GLASS INDUSTRIES LIMITED",1946-06-19,1950-06-02,"Private, ltd by shares"
153,0001951,"HONG KONG PRINTING PRESS, LIMITED (THE)",1946-10-12,1985-03-20,"Private, ltd by shares"
154,0001917,"HONG KONG TUNG HWEI INDUSTRIAL BANK, LIMITED",1946-09-04,1950-07-28,"Private, ltd by shares"
155,0001957,"HOPMAN INVESTMENT COMPANY, LIMITED",1946-10-15,1950-06-30,"Private, ltd by shares"
156,0001880,"HORSFORD NOMINEES LIMITED
浩豐代理人有限公司",1946-07-10,,"Private, ltd by shares"
157,0002022,"HOTUNG LAND COMPANY, LIMITED (THE)",1946-08-09,1954-12-24,"Ltd by guarantee"
158,0001914,"HOWAH &amp; COMPANY, LIMITED
巧華洋行有限公司",1946-09-02,,"Private, ltd by shares"
159,0001916,"HSBC NOMINEES (HONG KONG) LIMITED
滙豐代理人(香港)有限公司",1946-09-02,,"Private, ltd by shares"
160,0001926,"HSBC TRUSTEE (HONG KONG) LIMITED",1946-09-12,,"Public, ltd by shares"
161,0002184,"HUA FUNG BANKING CORPORATION (HONGKONG) LIMITED",1946-11-19,1950-11-10,"Private, ltd by shares"
162,0001909,"HUNG FOOK COMPANY LIMITED (THE)",1946-08-23,1955-04-15,"Private, ltd by shares"
163,0002145,"HUNGJAO GOLF CLUB (THE)",1946-09-19,1953-03-13,"Ltd by guarantee"
164,0001940,"HWA SHING PAO LIMITED (THE)",1946-09-27,1952-05-09,"Private, ltd by shares"
165,0001950,"HWAN TUNG COMMERCIAL BANK, LIMITED",1946-10-11,1948-07-10,"Private, ltd by shares"
166,0002116,"ILADIS SOAP COMPANY, LIMITED",1946-08-22,1957-03-29,"Ltd by guarantee"
167,0002025,"IMPERIAL HOTEL, LIMITED (THE)",1946-08-09,1957-05-03,"Ltd by guarantee"
168,0002105,"INNISS AND RIDDLE (CHINA) LIMITED",1946-08-22,1979-06-09,"Private, ltd by shares"
169,0002146,"INTERNATIONAL EXPORT COMPANY (KIANGSU) LIMITED",1946-09-19,1952-08-01,"Ltd by guarantee"
170,0002147,"INTERNATIONAL EXPORT COMPANY (TIENTSIN), LIMITED (THE)
天津英商和記洋行有限公司",1946-09-19,1996-08-30,"Private, ltd by shares"
171,0001876,"International Marketing Exchange Limited (The)
萬國貿易洋行有限公司",1946-07-05,,"Private, ltd by shares"
172,0001872,"J. S. WEBSTER &amp; CO. LTD.",1946-06-29,1957-07-05,"Private, ltd by shares"
173,0002115,"J. TWYFORD AND SON LIMITED",1946-08-22,1953-06-12,"Ltd by guarantee"
174,0002154,"JAMES MCMULLAN AND COMPANY LIMITED (d1959-04-30)",1946-09-19,1959-04-30,"Ltd by guarantee"
175,0002019,"JAMES NEIL AND COMPANY, LIMITED",1946-08-09,1951-12-21,"Ltd by guarantee"
176,0001857,"JARDINE SECURITIES LIMITED",1946-06-17,2001-11-23,"Private, ltd by shares"
177,0001980,"JAVA CONSOLIDATED RUBBER AND COFFEE ESTATES, LIMITED",1946-08-09,1955-10-12,"Ltd by guarantee"
178,0001866,"JDH INDUSTRIAL LIMITED",1946-06-24,1994-12-09,"Private, ltd by shares"
179,0002074,"JOHN L. DUFF AND COMPANY, LIMITED",1946-08-22,1953-02-20,"Ltd by guarantee"
180,0001847,"JONES AND COMPANY, LIMITED",1946-05-30,1978-01-06,"Private, ltd by shares"
181,0001960,"K. C. BOYD AND COMPANY, LIMITED",1946-10-17,1951-10-30,"Private, ltd by shares"
182,0002015,"KEYSTONE TOBACCO COMPANY, LIMITED",1946-08-09,1955-09-09,"Ltd by guarantee"
183,0002021,"KNOWLES, LIMITED",1946-08-09,1955-12-16,"Ltd by guarantee"
184,0002097,"KOTA BAHROE RUBBER ESTATES (1921) LIMITED (THE)",1946-08-22,1956-02-22,"Ltd by guarantee"
185,0001922,"KOWLOON TAXICAB AND TRANSPORTATION COMPANY LIMITED",1946-09-09,1976-04-16,"Private, ltd by shares"
186,0001981,"KROEWOEK JAVA PLANTATIONS, LIMITED",1946-08-09,1955-10-12,"Ltd by guarantee"
187,0001905,"KUNG PING BANK LIMITED (THE)",1946-08-15,1950-07-28,"Private, ltd by shares"
188,0002085,"L. MOORE AND COMPANY, LIMITED",1946-08-22,1953-02-27,"Ltd by guarantee"
189,0001967,"LACEY AND CANNAN LIMITED",1946-08-09,1949-05-17,"Ltd by guarantee"
190,0001841,"Lambert Brothers Brokers (Hong Kong) Limited
華寶顧問有限公司",1946-05-09,,"Private, ltd by shares"
191,0001840,"LEE AND LEONG BROS. LIMITED",1946-05-08,1964-04-21,"Private, ltd by shares"
192,0001956,"LEIGHTON GARAGE LIMITED",1946-10-15,1972-02-05,"Private, ltd by shares"
193,0002177,"LI PO CHUN ESTATES LIMITED",1946-11-01,,"Private, ltd by shares"
194,0001838,"LIBERTY PRINTING COMPANY LIMITED",1946-05-06,1950-08-11,"Private, ltd by shares"
195,0001970,"LIDDELL BROTHERS AND CO. (CHINA) LIMITED",1946-08-09,2001-07-20,"Private, ltd by shares"
196,0001921,"LINGNAN INDUSTRIES CORPORATION LIMITED",1946-09-09,2001-05-02,"Private, ltd by shares"
197,0002140,"LISCUM ESTATES LIMITED (THE)",1946-09-19,1953-05-15,"Ltd by guarantee"
198,0001898,"LUEN WO TRADING COMPANY LIMITED (THE)",1946-08-06,1950-06-02,"Private, ltd by shares"
199,0002173,"M. PESTONJEE &amp; CO., LIMITED",1946-11-29,1957-11-29,"Ltd by guarantee"
200,0001969,"MACGREGOR'S LIMITED",1946-08-09,1963-03-27,"Ltd by guarantee"
201,0002003,"MACKENZIE AND COMPANY, LIMITED",1946-08-09,1993-01-19,"Private, ltd by shares"
202,0002098,"MAJOR BROTHERS, LIMITED",1946-08-22,1997-11-02,"Private, ltd by shares"
203,0001894,"MAN ON STEAMSHIP COMPANY LIMITED",1946-07-26,1947-12-04,"Private, ltd by shares"
204,0002099,"MANCHURIAN COMPANY, LIMITED (THE)",1946-08-22,1951-08-24,"Ltd by guarantee"
205,0001864,"MANNERS TRADING LIMITED",1946-06-21,1999-04-16,"Private, ltd by shares"
206,0002117,"MCBAIN IMPORTS LIMITED",1946-08-22,1963-12-06,"Ltd by guarantee"
207,0002153,"MCMULLAN (AGENCIES), LIMITED",1946-09-19,1959-04-30,"Ltd by guarantee"
208,0001884,"MEL LIMITED (d2009-02-13)",1946-07-16,2009-02-13,"Private, ltd by shares"
209,0001955,"MERCANTILE TRADING CORPORATION, LIMITED",1946-10-15,1950-08-04,"Private, ltd by shares"
210,0002176,"METALS AND MINERALS LIMITED (d1970-01-30)",1946-10-31,1970-01-30,"Private, ltd by shares"
211,0002004,"METROPOLITAN LAND COMPANY, LIMITED",1946-08-09,2017-12-22,"Public, ltd by shares"
212,0002075,"METROPOLITAN MOTORS, LIMITED",1946-08-22,1957-03-08,"Ltd by guarantee"
213,0002045,"MIEN WHA THREAD COMPANY LIMITED",1946-08-22,1969-10-31,"Ltd by guarantee"
214,0001992,"MILLINGTON LIMITED (d1963-05-13)",1946-08-09,1963-05-13,"Ltd by guarantee"
215,0002111,"MOLLERS' INVESTMENTS LIMITED",1946-08-22,1979-05-08,"Private, ltd by shares"
216,0001989,"MOLLERS' LANDS LIMITED",1946-08-09,1993-03-15,"Private, ltd by shares"
217,0002108,"MOLLERS' PROPERTIES LIMITED",1946-08-22,1979-05-08,"Private, ltd by shares"
218,0001991,"MOLLERS' SHIPBUILDING &amp; ENGINEERING WORKS LIMITED",1946-08-09,1993-03-15,"Private, ltd by shares"
219,0001988,"MOLLERS' WHARVES LIMITED",1946-08-09,1993-03-15,"Private, ltd by shares"
220,0001990,"MOLLERS', LINDSKOG (CIVIL ENGINEERS) LIMITED",1946-08-09,1952-10-07,"Ltd by guarantee"
221,0001958,"MOLNAR &amp; GREINER (FAR EASTERN) LIMITED",1946-10-16,1958-06-13,"Private, ltd by shares"
222,0002166,"MOUKDEN CLUB (THE)",1946-10-25,1962-05-25,"Ltd by guarantee"
223,0002203,"MOUNT TRADING CO., LIMITED",1946-12-30,1992-01-21,"Private, ltd by shares"
224,0001928,"MUN LOCK COMPANY, LIMITED",1946-09-14,1993-09-21,"Private, ltd by shares"
225,0002164,"N. J. KARANJIA AND SON, LIMITED",1946-10-25,1952-05-09,"Ltd by guarantee"
226,0001911,"NEMAZEE ESTATES LIMITED",1946-08-27,1954-01-09,"Private, ltd by shares"
227,0001856,"NEW ASIA DEVELOPMENT SYNDICATE HONG KONG, LIMITED",1946-06-12,1957-03-29,"Private, ltd by shares"
228,0002194,"NOROT LIMITED (d1978-10-26)",1946-12-10,1978-10-26,"Private, ltd by shares"
229,0001972,"OFFICE APPLIANCE COMPANY, LIMITED (THE)",1946-08-09,1956-09-13,"Ltd by guarantee"
230,0001899,"ORIENT GLASS INDUSTRY LIMITED (THE)",1946-08-07,1962-01-05,"Private, ltd by shares"
231,0002134,"ORIENTAL MORTGAGE AND FINANCE CORPORATION LIMITED",1946-08-22,1984-06-15,"Private, ltd by shares"
232,0002131,"ORIENTAL STEAMSHIP COMPANY LIMITED (THE)",1946-08-22,1984-06-29,"Private, ltd by shares"
233,0001833,"OVERSEAS LIMITED (THE)",1946-04-24,1994-06-24,"Private, ltd by shares"
234,0002188,"P. J. LOBO AND COMPANY, LIMITED",1946-11-29,2001-03-16,"Private, ltd by shares"
235,0001919,"P.L. TANG &amp; COMPANY, LIMITED
其成實業股份有限公司",1946-09-05,,"Private, ltd by shares"
236,0002017,"PACIFIC INVESTORS LIMITED (d1952-11-12)",1946-08-09,1952-11-12,"Ltd by guarantee"
237,0001860,"PACIFIC UNION TRADING COMPANY LIMITED (THE)",1946-06-19,1954-03-26,"Private, ltd by shares"
238,0002092,"PADANG RUBBER COMPANY, LIMITED (THE)",1946-08-22,1956-01-12,"Ltd by guarantee"
239,0002013,"PAGODA INSURANCE COMPANY LIMITED",1946-08-09,1995-11-30,"Ltd by guarantee"
240,0001935,"PAO YUEN TUNG TRADING COMPANY, LIMITED",1946-09-23,1958-04-02,"Private, ltd by shares"
241,0002126,"PAPER INDUSTRIES, LIMITED",1946-08-22,1950-09-19,"Ltd by guarantee"
242,0002036,"PERMATA RUBBER ESTATE, LIMITED (THE)",1946-08-22,1958-10-09,"Ltd by guarantee"
243,0001829,"PERSPEC PRODUCTS COMPANY, LIMITED",1946-04-11,1949-04-19,"Private, ltd by shares"
