,Reg no.,Name,Incorp-orated,Dissolved,Type
49,0000411,"SAM HING &amp; CO. LIMITED",1921-11-16,,"Private, ltd by shares"
50,0000395,"SHEK O DEVELOPMENT COMPANY, LIMITED (THE)",1921-09-17,,"Private, ltd by shares"
51,0000407,"SHUN SHING COMPANY, LIMITED (THE)",1921-11-10,1950-11-29,"Private, ltd by shares"
52,0000377,"SHUN WO TRADING COMPANY, LIMITED (THE)",1921-06-24,1923-11-16,"Private, ltd by shares"
53,0000373,"SHUNG ON LAND INVESTMENT, LOAN AND AGENCY COMPANY, LIMITED",1921-06-08,1929-09-06,"Private, ltd by shares"
54,0000409,"SIK HING NAVIGATION COMPANY, LIMITED (THE)",1921-11-14,1924-04-29,"Private, ltd by shares"
55,0000408,"SOUTH CHINA STOCK &amp; PRODUCE EXCHANGE COMPANY, LIMITED (THE)",1921-11-14,1922-06-26,"Private, ltd by shares"
56,0000369,"SPAIN AND CHINA NAVIGATION COMPANY, LIMITED (THE)",1921-05-04,1923-06-29,"Private, ltd by shares"
57,0000372,"SUN LIGHT COMPANY, LIMITED (THE)",1921-06-07,1950-03-23,"Private, ltd by shares"
58,0000389,"TAI HING LOONG COMPANY, LIMITED (THE)",1921-08-19,1964-12-08,"Private, ltd by shares"
59,0000358,"TIN KUT GOLDSMITH COMPANY, LIMITED (THE)",1921-01-20,1926-01-07,"Private, ltd by shares"
60,0000402,"TSUNG PO LAND INVESTMENT COMPANY, LIMITED",1921-10-29,1956-02-17,"Private, ltd by shares"
61,0000365,"TUNG YICK LAND INVESTMENT COMPANY, LIMITED (THE)",1921-04-19,1925-02-05,"Private, ltd by shares"
62,0000381,"UNION PRINTING COMPANY, LIMITED",1921-07-08,1928-04-05,"Private, ltd by shares"
63,0000388,"WING LIY COMPANY, LIMITED (THE)",1921-08-09,1922-01-24,"Private, ltd by shares"
64,0000412,"WORLD EXCHANGE AND AGENCY COMPANY, LIMITED (THE)",1921-11-17,1922-11-17,"Private, ltd by shares"
65,0000414,"YEE CHEONG HING COMPANY, LIMITED (THE)",1921-12-01,1928-04-05,"Private, ltd by shares"
66,0000413,"YOKOHAMA FOREIGN SCHOOL (THE)",1921-11-30,1934-11-23,"Ltd by guarantee"
